sen1	sen2	src	score
"""ick factor""를 극복할 수 있다면, 쉽게 적용된 유기 질소 비료의 원천을 손에 쥐고 있다는 것입니다."	비료의 NpK 숫자는 질소, P2o5 및 K2o의 중량에 따른 백분율을 나타냅니다.	main-forum	2.00
당신의 더미를 통기 시키는 요점은 유기물을 분해하는 미생물에 산소를 공급하는 것이다.	당신의 더미는 그것을 돌리지 않고 퇴비화될 것이지만, 만약 당신이 그것을 돌리면 더 빨리 진행된다.	main-forum	2.40
나는 이것에 대해 이야기하는 책을 샀다. 그래서 여기 내 질문에 대한 답이 있다.	음, 나는 위험을 감수하지 않을 것이다, 차가운 퇴비 체계에서는.	main-forum	0.00
알로에들은 대부분의 즙이 많은 식물들처럼 매우 강건하고 상당한 방치에 견딜 것이다.	내 사무실의 몇몇 남자들은 알로에 식물을 심었다.	main-forum	1.60
이것은 진정하지 않은 스코틀랜드인의 주장에 대한 초대장과 매우 비슷하다.	"나는 @ t.e.d와 동의한다; 질문은 ""진정하지 않은 스코틀랜드 인""바 베팅입니다."	main-forum	3.80
일부 마을에는 역사가 있었고 따라서 고대 로마 시대로 거슬러 올라가는 이름이 있었습니다.	많은 마을과 마을들은 마을의 주인인 지배 가족으로부터 그들의 이름을 따왔다.	main-forum	1.20
미국은 군사력 때문에 세계에서 가장 강력한 나라이다.	미국은 지역으로 세계에서 5대 국가 중 하나입니다.	main-forum	2.00
거의 모든 나라들이 거의 같은 이유로 1950년대와 1960년대에 빠르게 성장했습니다.	50년대의 미국 성장률은 예외적으로 높지 않았다.	main-forum	1.00
여왕은 여왕 섭정(주권자)이나 여왕의 배우자를 모두 지칭할 수 있지만, 왕은 항상 주권자였다.	"여왕의 배우자를 ""왕""이라고 부르지 않는 것은 아주 좋은 이유가 있다. 왜냐하면 그들은 왕이 아니기 때문이다."	main-forum	2.00
무역으로 인한 중동 전쟁은 그 지역을 다차원적으로 전혀 만들지 않았다.	그들은 문제의 지역을 따라 몇 차례 충돌한 후 1941년에 시작된 조약을 맺었다.	main-forum	0.60
"""내가 정말로 찾고 있는 것은 무슬림 인구의 추정이다 ...""@ tosk and @ t.e.d. 대략적인, 일반적인 인구 추정 f.e"	다음은 중세 역사의 모서리가 접힌 새로운 펭귄 지도책에서 가져온 것입니다.	main-forum	0.00
힌두교와 불교에는 평화의 메시지와 물질주의적이지 말라는 격려가 있다.	"이것은 미국인에 의한 아시아 및 기타 비 유럽 문화의 ""발견""과 관련이 있습니다."	main-forum	0.00
나는 그것들이 발굴 장소나 박물관을 위한 그리스 티켓이라고 추측한다.	그것은 정말로 박물관이나 들판으로 가는 그리스 티켓처럼 보인다.	main-forum	3.40
이것들은 에피다우루스(아직도 사용 중인 극장을 포함하는)와 미케네의 고고학 유적지 티켓이다.	나는 그것들이 발굴 장소나 박물관을 위한 그리스 티켓이라고 추측한다.	main-forum	2.60
재스퍼의 축축 시대 개념을 재발견한 것 같군요.	중국으로부터 그리스 문화에 대한 영향력은 없었다.	main-forum	0.40
네, 개인적인 경험으로 볼 때, 그들이 확실히 휘파람을 불었다는 것을 알 수 있습니다.	2차 세계대전에서 폭탄이 떨어지면서 휘파람 소리가 난 것은 사실이다.	main-forum	2.80
진이 완전히 무너졌을 때, 장유는 중국의 주권자 이었다.	한 왕조는 시황디 정권이 붕괴된 후 진왕조 이후에 나왔다.	main-forum	2.00
역사상 가장 가까운 선거 중 하나인 1960년 케네디 선거를 둘러싼 심각한 문제들이 실제로 있었다.	당신의 원래 질문에 따르면 : 위키피디아 섹션은 조셉 P 케네디가 존 F 케네디의 승리를 샀다고 주장하지 않는다.	main-forum	1.60
"""풀과는 지구상에서 가장 널리 분포되고 풍부한 식물 그룹 중 하나입니다."	위키 페이지에 언급된 바와 같이, 목초 씨앗은 가축의 목초지를 개선하기 위해 새로운 세계로 수입되었습니다.	main-forum	1.40
htt : / / en.wikipedia.org / wiki / 역사 _ delhi # 초기 _ 역사는 적어도 12 / 13세기 이래로 델리 (또는 딜리)라고 불렸다는 것을 보여줍니다.	"나는 정확히 확신하지는 않지만 델리를 ""하시나""라고 부르는 언론(인도)을 기억한다."	main-forum	1.20
"고대 로마에서, ""주인,""또는 ""주인,""특히 노예의 주인, 복수 도미니."	그리스어를 사용하는 노예(, doulos )는 그의 주인을 (번역 : 쿠리오스 ; 주님, 주인 ,선생님 ; 음성 형식 : )이라고 부를 것이라고 생각한다.	main-forum	2.20
인도의 대부분은 포러스에 의해 통제되지 않았지만, 파탈리 푸트라를 중심으로 한 난다 왕조에 의해 통제되었습니다.	나는 알렉산더가 그의 말인 부세펠루스가 포러스와의 전투에서 받은 상처로 죽은 후 마음을 잃었다고 믿는다.	main-forum	0.60
예, 이것은 사실이며 예입니다. 대부분의 경우 부정 관사는 이미 @ mgn이 말한 것처럼 숫자에서 실제로 개발되었습니다.	숫자로 개발된 부정 관사와 지시사로 개발된 정관사.	main-forum	2.60
문법성을 보존하는 것과 문장의 의미를 보존하는 것은 두 가지 다른 것이다.	사실, 당신이 의미를 보존하는 것에 관심이 없다면, 여러분은 상당히 많이 제거하고도 문법성을 유지할 수 있습니다.	main-forum	3.00
요즘 몇몇 인도 유럽 언어에서는 여전히 기본 20개 숫자 체계의 나머지 부분을 볼 수 있다.	현대 영어와 다른 많은 잘 알려진 언어들은 숫자의 기본 10(IE 십진법) 시스템을 사용한다.	main-forum	2.20
어려움은 많은 이들이 제시하는 것처럼 언어의 쌍의 다양한 언어적 특성에서 비롯되지 않는다.	그것은 일반적으로 두 언어의 구문론적 구조와 -예 - 몇몇 실용적 문제에 의존한다.	main-forum	1.80
영어에서, 확실히 가장 흔한 do의 사용은 do-support이다.	"전통적인 문법에서, ""실행""이라는 단어는 여러분의 모든 예시에 있는 분사입니다."	main-forum	0.60
주의사항: 나는 3일의 편두통의 후미를 경험하고 있다.	나는 당신의 질문이 약간 혼란스럽다는 논평가들의 의견에 동의한다.	main-forum	0.00
이에 대한 이유는 러시아어가 영어보다 훨씬 더 음조가 좋은 언어이기 때문입니다.	나는 러시아어에 꽤 유창하지만, 영어가 나에게 특히 '차갑게' 들린다라고는 말하지 않을 것이다.	main-forum	1.60
앞 모음 전에 / k /의 구개음화는 여러 지역들에서 발생한다 : 러시아어, 그리스어, 터키어, 페르시아어 등.	스리랑카에서 사용되는 언어 중 하나인 신할라는 4가지 방식의 지시사 체계를 가지고 있다.	main-forum	0.80
구어체와 함께 사용되는 모든 동일한 분석 방법이 수화에서도 성공적으로 적용됩니다.	적어도 80년대 이후로 계속 진행되어온 한 가지 생각은 정지와 이동을 구별할 수 있다는 것이다.	main-forum	0.20
"뉴스 피크, ""의도적으로 빈곤한""언어는 사람들이 체제 전복적인 생각에 대해 의사소통하고 생각하는 것을 막기 위해 고안되었습니다."	모든 언어는 그것이 둘러싸인 문화적 가치에 스며들고 있다.	main-forum	1.00
예를 들어 러시아어에서는, 생물성이 생물 / 무생물에서 명확하게 구분되지 않습니다.	러시아어에서와 같이, 폴란드어는 무생물의 남성 명사를 소유 목적어 대 주격 목적어로 생물 남성 명사를 표시합니다.	main-forum	2.80
월스. 인포 사이트의 이 지도에서 보듯이, 많은 것들이 있다.	이 예시는 내가 첫해에 항상 도움이 된다고 생각하는 것이다.	main-forum	0.60
내가 이해한 대로, Zipf의 법칙은 언어에 관한 것이 아니라 통계와 확률에 관한 것이다.	모든 자연법칙과 마찬가지로, ZIP의 법칙은 근사치입니다.	main-forum	2.80
지금까지 무관심한 질문의 일부는 음소의 개념이 항상 논쟁의 여지가 있었는지 여부입니다.	"""음소""는 아마도 사라질 수 없는 이론적인 구성이다."	main-forum	1.60
"만약 여러분이 비언어적 환경에서 온다면, 시작하기 가장 좋은 책은 Fromkin의 , ""introduction to language""이다."	이것은 옥스포드에서 언어학 석사 과정을 시작하는 학생들에게 소개 교과서로 추천하는 것이다.	main-forum	1.40
내가 본 바로는 대부분의 영어 사용자들은 15000~20000 단어의 어휘 크기를 가지고 있다는 것이 일반적으로 받아들여지고 있다.	통계적 추정에 따르면 나는 약 7000개의 단어를 영어로 알고 있다.	main-forum	1.40
텐트는 열린 곳에서 자는 것보다 약간 더 많은 보호를 줄 수 있지만, 많이는 아닙니다.	아니, 텐트는 안에 있는 것을 원하는 곰으로부터 어떤 보호도 주지 않을 것이다.	main-forum	3.00
여기에 덧붙여야 할 몇 가지 요점은 코요테는 인간에 대해 공격적인 것으로 알려져 있지 않다는 것이다.	일반적으로 그들은 거의 사람을 공격하지 않기 때문에 위험하다고 여겨지지 않는다.	main-forum	3.20
나일론이 빠르게 건조되는 것은, 찢어지고 뜯어지는 것에 저항하며 상당히 호흡이 가능합니다.	나일론은 다른 합성물 중에서도 여러 가지 이유로 대부분의 야외 활동을 위한 의류에 이상적인 재료입니다.	main-forum	2.80
GPS(위키피디아)는 궤도를 도는 위성을 기반으로 하고 있기 때문에 전 세계적으로 정확하다.	GPS 시스템은 위성을 얻을 수 있는 모든 곳에서 작동할 수 있고, 작동한다.	main-forum	3.40
캘리포니아의 다른 지역들은 다른 야생동물들을 가지고 있기 때문에, 여러분은 아마도 그 지역을 좁혀야 할 것입니다.	미국 흑곰은 캘리포니아의 일부 황야 지역에서는 주로 산에서 흔히 볼 수 있습니다.	main-forum	2.00
그래서 스키를 타기 전에 기본적인 이해를 하는 것이 중요합니다.	스키는 수업을 받는 것이 매우 빨리 성과를 내는 스포츠이다.	main-forum	2.80
체육관에서 안전줄은 원통형 바에 싸여질 것이다.	좋아, 여기 우리가 반드시 다루어야 할 몇 가지 다른 문제들이 있다.	main-forum	0.00
나는 매년 여름 아즈를 방문하고 내가 거기 있을 때 사막에서 하이킹을 한다.	지금까지 말한 것 외에도, 물의 필요성은 또한 당신이 무엇을 먹는가에 달려있다.	main-forum	0.20
내가 아는 멋진 여성은 레이(링크)가 만든 의해 헤베네라 가방을 가지고 있다.	만약 여러분이 보라색 빙하 언덕에 정착할 수 있다면, 그리고 깃털 친구들이 그 색깔의 좋은 침낭을 가지고 있다면.	main-forum	0.80
의학적 맥락에서 색전증은 혈류에서 이동하는 큰 덩어리나 결함을 나타냅니다.	여기 위키피디아에 대해 압력과 관련된 부상에 대한 개요를 제시하기 위한 흥미로운 기사가 있습니다.	main-forum	0.00
뱀이 정지된 사람을 공격하는 것은 이례적인 일일 것이다.	"나는 파충류 학자가 아니지만, 내 경험에 따르면 뱀은 ""날 귀찮게 하지 말고, 나는 귀찮게 하지 않을 것이다"" 범주에 있다."	main-forum	4.20
내가 위에 썼듯이, 이 벽을 평가하기는 어렵다.	다른 사람들과 달리, 나는 그 경로가 꽤 잘 묘사되어 있다고 생각한다.	main-forum	0.20
"일단 독소에 그것을 개방하면, 그 답은 분명히 ""아니오""이다. 끓이는 것은 충분하지 않다."	끓이는 것은 여러분을 아프게 할 수 있는 특정 종류의 오염물질만을 제거합니다.	main-forum	3.20
캘리포니아의 다른 지역들은 다른 야생동물들을 가지고 있기 때문에, 여러분은 아마도 그 지역을 좁혀야 할 것입니다.	온라인 열량 추정 웹 사이트를 사용하여 대략적인 추정치를 얻을 수 있습니다.	main-forum	0.00
만약 여러분이 배낭에 곰 종을 달면, 여러분의 동료 등산객들은 당신이 귀찮게 굴어서 죽일 것입니다.	위의 조언은 꽤 괜찮습니다. 그냥 Bear Country의 음식에 대해 고려할 것을 추가하고 싶었습니다.	main-forum	0.60
오 친구, 나도 너처럼 이 비참한 길을 걸어왔어.	예, 새로운 반정적 로프(또는 동굴에서 알려진 단일 로프 기술 / srt 로프)를 세척하는 관행을 받아들이기로 했습니다.	main-forum	0.00
내 의견은 아이가 그것을 요구하기를 기다리는 것이다.	내 의견은 그 아이가 이것에 대한 욕망을 표현할 때까지 기다리는 것이다.	main-forum	4.80
병이 제대로 살균된 한, 병을 사용하는 것은 안전합니다.	나는 병들이 세제 잔여물을 제거하기 위해 충분히 헹궈진 한, 그것은 완전히 안전하다고 말할 것이다.	main-forum	3.80
그는 불편해서 기저귀를 벗고 있다.	잠시 동안만 작동할 수 있겠지만, 기저귀를 거꾸로 씌워보도록 해보세요.	main-forum	1.80
나는 '예'나 '아니오' 답변이 필요하지 않은 방식으로 질문을 하는 것을 추천한다.	만약 그가 소리 지르거나/아니면 잘못 행동하지 않는다면 마음이 바뀌는 것에 대해 걱정하겠니?	main-forum	0.40
